"Prices","year","month"
10.81,2006,7
10.86,2006,8
11.39,2006,9
10.32,2006,10
8.99,2006,11
9.86,2006,12
10.01,2007,1
9.9,2007,2
9.52,2007,3
9.84,2007,4
9.59,2007,5
11.98,2007,6
12.72,2007,7
12.58,2007,8
12.24,2007,9
12.05,2007,10
10.6,2007,11
11.44,2007,12
10.74,2008,1
10.73,2008,2
11.08,2008,3
11.16,2008,4
11.01,2008,5
13.24,2008,6
14.89,2008,7
14.44,2008,8
13.96,2008,9
14.14,2008,10
13,2008,11
13.03,2008,12
13.04,2009,1
12.98,2009,2
13.12,2009,3
12.99,2009,4
13,2009,5
14.2,2009,6
14.52,2009,7
14.72,2009,8
14.79,2009,9
14.28,2009,10
12.99,2009,11
13.44,2009,12
13.29,2010,1
13.41,2010,2
13.22,2010,3
13.73,2010,4
14,2010,5
14.74,2010,6
14.59,2010,7
14.76,2010,8
14.39,2010,9
14.37,2010,10
13.32,2010,11
13.48,2010,12
13.62,2011,1
13.64,2011,2
15.18,2011,3
13.68,2011,4
14.03,2011,5
14.12,2011,6
13.03,2011,7
13.06,2011,8
13.22,2011,9
13.27,2011,10
11.86,2011,11
12.24,2011,12
11.78,2012,1
12.21,2012,2
12.2,2012,3
12.49,2012,4
12.39,2012,5
13.18,2012,6
12.26,2012,7
12.23,2012,8
12.22,2012,9
12.35,2012,10
12.21,2012,11
11.98,2012,12
12.06,2013,1
11.97,2013,2
12.14,2013,3
12.36,2013,4
12.52,2013,5
12.65,2013,6
12.89,2013,7
12.98,2013,8
12.79,2013,9
13.07,2013,10
12.88,2013,11
12.5,2013,12
12.59,2014,1
12.7,2014,2
12.59,2014,3
13.1,2014,4
14.26,2014,5
13.25,2014,6
12.12,2014,7
12.61,2014,8
12.57,2014,9
13.17,2014,10
12.72,2014,11
12.04,2014,12
12,2015,1
13.14,2015,2
12.36,2015,3
13.2,2015,4
13.22,2015,5
12.78,2015,6
13.64,2015,7
13.03,2015,8
12.73,2015,9
13.9,2015,10
13.71,2015,11
13.34,2015,12
13.04,2016,1
12.78,2016,2
13.24,2016,3
13.48,2016,4
13.71,2016,5
12.85,2016,6
12.3,2016,7
12.48,2016,8
7.61,2001,1
7.8,2001,2
7.93,2001,3
8.25,2001,4
8.69,2001,5
9.44,2001,6
9.32,2001,7
9.32,2001,8
9.34,2001,9
8.74,2001,10
8.58,2001,11
8.44,2001,12
7.89,2002,1
8.09,2002,2
8.17,2002,3
8.43,2002,4
8.71,2002,5
9.47,2002,6
9.36,2002,7
9.33,2002,8
9.4,2002,9
8.65,2002,10
8.47,2002,11
8,2002,12
7.77,2003,1
7.61,2003,2
7.82,2003,3
8.31,2003,4
8.64,2003,5
9.56,2003,6
9.36,2003,7
9.37,2003,8
9.39,2003,9
8.76,2003,10
8.68,2003,11
8.14,2003,12
7.83,2004,1
7.65,2004,2
8.11,2004,3
8.41,2004,4
8.78,2004,5
9.65,2004,6
9.61,2004,7
9.63,2004,8
9.62,2004,9
8.93,2004,10
8.84,2004,11
8.43,2004,12
8.05,2005,1
7.89,2005,2
8.03,2005,3
8.56,2005,4
9,2005,5
9.91,2005,6
9.84,2005,7
9.81,2005,8
9.9,2005,9
9.14,2005,10
9.23,2005,11
8.68,2005,12
8.66,2006,1
8.87,2006,2
8.91,2006,3
9.41,2006,4
12.1,2006,5
13.94,2006,6
13.72,2006,7
13.51,2006,8
13.62,2006,9
13.71,2006,10
13.4,2006,11
12.9,2006,12
12.43,2007,1
12.01,2007,2
12.24,2007,3
12.95,2007,4
13.54,2007,5
13.79,2007,6
13.7,2007,7
13.65,2007,8
13.68,2007,9
13.77,2007,10
13.68,2007,11
12.94,2007,12
12.57,2008,1
12.61,2008,2
12.96,2008,3
13.89,2008,4
14.43,2008,5
14.59,2008,6
14.46,2008,7
14.49,2008,8
14.7,2008,9
14.88,2008,10
14.61,2008,11
13.76,2008,12
13.21,2009,1
13.15,2009,2
13.62,2009,3
14.16,2009,4
14.69,2009,5
14.8,2009,6
14.42,2009,7
14.31,2009,8
14.4,2009,9
14.7,2009,10
14.5,2009,11
13.81,2009,12
12.65,2010,1
12.93,2010,2
13.07,2010,3
14.22,2010,4
14.72,2010,5
14.43,2010,6
13.95,2010,7
13.96,2010,8
14.14,2010,9
14.67,2010,10
14.48,2010,11
13.65,2010,12
12.9,2011,1
13,2011,2
13.72,2011,3
13.89,2011,4
14.68,2011,5
14.12,2011,6
13.77,2011,7
13.69,2011,8
13.94,2011,9
14.1,2011,10
13.92,2011,11
13.52,2011,12
13.03,2012,1
13.17,2012,2
13.52,2012,3
13.93,2012,4
14.37,2012,5
13.98,2012,6
13.32,2012,7
13.57,2012,8
13.74,2012,9
14.53,2012,10
13.63,2012,11
13.03,2012,12
12.8,2013,1
12.64,2013,2
12.96,2013,3
13.32,2013,4
14.21,2013,5
13.12,2013,6
12.23,2013,7
12.61,2013,8
12.78,2013,9
13.98,2013,10
13.36,2013,11
12.64,2013,12
12.4,2014,1
12.31,2014,2
12.12,2014,3
13.26,2014,4
13.91,2014,5
14.02,2014,6
13.55,2014,7
14.04,2014,8
13.68,2014,9
14.63,2014,10
13.97,2014,11
13.03,2014,12
12.07,2015,1
13.5,2015,2
12.72,2015,3
13.74,2015,4
14.44,2015,5
14.02,2015,6
13.24,2015,7
13.55,2015,8
13.66,2015,9
14.4,2015,10
14.51,2015,11
13.45,2015,12
13.16,2016,1
12.99,2016,2
13.39,2016,3
13.9,2016,4
14.54,2016,5
13.6,2016,6
12.99,2016,7
13,2016,8
6.52,2001,1
6.76,2001,2
6.89,2001,3
7.23,2001,4
7.76,2001,5
8.25,2001,6
8.06,2001,7
7.9,2001,8
7.97,2001,9
7.77,2001,10
7.38,2001,11
7,2001,12
6.72,2002,1
6.94,2002,2
6.89,2002,3
7.21,2002,4
7.57,2002,5
8.06,2002,6
7.9,2002,7
7.88,2002,8
7.93,2002,9
7.7,2002,10
7.17,2002,11
6.96,2002,12
6.86,2003,1
6.84,2003,2
6.99,2003,3
7.4,2003,4
7.72,2003,5
8.31,2003,6
8.05,2003,7
7.98,2003,8
7.93,2003,9
7.85,2003,10
7.3,2003,11
6.93,2003,12
6.83,2004,1
6.87,2004,2
7.2,2004,3
7.65,2004,4
7.94,2004,5
8.41,2004,6
8.4,2004,7
8.28,2004,8
8.23,2004,9
8.02,2004,10
7.54,2004,11
7.2,2004,12
6.8,2005,1
7.1,2005,2
7.32,2005,3
7.68,2005,4
8.24,2005,5
8.58,2005,6
8.3,2005,7
8.07,2005,8
8.35,2005,9
8.3,2005,10
7.86,2005,11
7.22,2005,12
6.98,2006,1
7.39,2006,2
7.41,2006,3
7.65,2006,4
8.35,2006,5
8.32,2006,6
8.43,2006,7
8,2006,8
8.31,2006,9
8.42,2006,10
7.88,2006,11
7.41,2006,12
7.32,2007,1
7.17,2007,2
7.6,2007,3
8.01,2007,4
8.41,2007,5
8.7,2007,6
8.58,2007,7
8.45,2007,8
8.81,2007,9
8.66,2007,10
8.2,2007,11
7.78,2007,12
7.47,2008,1
7.56,2008,2
7.73,2008,3
8,2008,4
8.57,2008,5
9.07,2008,6
9,2008,7
8.83,2008,8
9.18,2008,9
9.09,2008,10
8.29,2008,11
7.77,2008,12
7.63,2009,1
7.82,2009,2
7.9,2009,3
8.22,2009,4
8.86,2009,5
9.28,2009,6
9.33,2009,7
9.25,2009,8
9.31,2009,9
9.01,2009,10
8.49,2009,11
8.11,2009,12
7.8,2010,1
8.07,2010,2
8.28,2010,3
8.8,2010,4
9.43,2010,5
9.86,2010,6
9.94,2010,7
9.68,2010,8
9.81,2010,9
9.84,2010,10
9.19,2010,11
8.49,2010,12
8.34,2011,1
8.4,2011,2
8.63,2011,3
9,2011,4
9.59,2011,5
10.29,2011,6
10.21,2011,7
9.91,2011,8
10.27,2011,9
10.15,2011,10
9.61,2011,11
9.18,2011,12
9.22,2012,1
9.26,2012,2
9.49,2012,3
10.22,2012,4
10.61,2012,5
10.47,2012,6
10.59,2012,7
10.6,2012,8
10.85,2012,9
10.66,2012,10
10.01,2012,11
9.59,2012,12
9.29,2013,1
9.48,2013,2
9.6,2013,3
9.76,2013,4
10.65,2013,5
11.28,2013,6
11.19,2013,7
11.35,2013,8
11.16,2013,9
10.89,2013,10
10.07,2013,11
9.66,2013,12
9.38,2014,1
9.62,2014,2
9.75,2014,3
10.2,2014,4
10.95,2014,5
11.5,2014,6
11.55,2014,7
11.38,2014,8
11.48,2014,9
11.22,2014,10
10.42,2014,11
9.99,2014,12
10.02,2015,1
10.24,2015,2
10.17,2015,3
10.92,2015,4
11.28,2015,5
11.63,2015,6
11.76,2015,7
11.72,2015,8
11.82,2015,9
11.68,2015,10
10.97,2015,11
10.27,2015,12
10.12,2016,1
10.34,2016,2
10.98,2016,3
11.39,2016,4
12.12,2016,5
11.97,2016,6
12.19,2016,7
11.93,2016,8
5.6,2001,1
5.75,2001,2
5.86,2001,3
6.28,2001,4
6.81,2001,5
7.46,2001,6
7.24,2001,7
7.46,2001,8
7.47,2001,9
6.91,2001,10
6.31,2001,11
5.87,2001,12
5.64,2002,1
5.83,2002,2
5.83,2002,3
6.1,2002,4
6.63,2002,5
7.25,2002,6
7.23,2002,7
7.23,2002,8
7.22,2002,9
6.61,2002,10
6.03,2002,11
5.99,2002,12
5.8,2003,1
5.79,2003,2
5.93,2003,3
6.46,2003,4
7.05,2003,5
7.51,2003,6
7.41,2003,7
7.35,2003,8
7.34,2003,9
7.02,2003,10
6.13,2003,11
5.7,2003,12
5.89,2004,1
5.85,2004,2
6.23,2004,3
6.64,2004,4
7.15,2004,5
7.83,2004,6
7.9,2004,7
7.94,2004,8
7.86,2004,9
7.23,2004,10
6.72,2004,11
6.28,2004,12
5.79,2005,1
6.07,2005,2
6.26,2005,3
6.86,2005,4
7.42,2005,5
8.05,2005,6
7.91,2005,7
7.98,2005,8
8.23,2005,9
7.73,2005,10
7.11,2005,11
6.33,2005,12
6.37,2006,1
6.5,2006,2
6.41,2006,3
6.88,2006,4
7.53,2006,5
7.89,2006,6
8.07,2006,7
8.01,2006,8
8.25,2006,9
7.75,2006,10
6.95,2006,11
6.42,2006,12
6.35,2007,1
6.22,2007,2
6.94,2007,3
6.84,2007,4
7.82,2007,5
8.4,2007,6
8.3,2007,7
8.02,2007,8
8.26,2007,9
7.91,2007,10
7.38,2007,11
6.98,2007,12
6.61,2008,1
6.97,2008,2
6.96,2008,3
7.4,2008,4
7.73,2008,5
8.62,2008,6
8.5,2008,7
8.4,2008,8
8.58,2008,9
8.34,2008,10
7.57,2008,11
6.84,2008,12
6.57,2009,1
6.92,2009,2
6.87,2009,3
7.36,2009,4
8.26,2009,5
8.87,2009,6
8.91,2009,7
8.93,2009,8
8.72,2009,9
7.85,2009,10
7.56,2009,11
6.99,2009,12
6.83,2010,1
7.06,2010,2
7.3,2010,3
7.92,2010,4
8.51,2010,5
9.4,2010,6
9.46,2010,7
9.36,2010,8
9.53,2010,9
8.99,2010,10
8.13,2010,11
7.71,2010,12
6.97,2011,1
7.36,2011,2
7.55,2011,3
8.34,2011,4
9.08,2011,5
10.3,2011,6
9.95,2011,7
10.14,2011,8
10.12,2011,9
9.33,2011,10
8.66,2011,11
8.41,2011,12
7.65,2012,1
8.12,2012,2
8.43,2012,3
9.22,2012,4
9.6,2012,5
10.57,2012,6
10,2012,7
10.27,2012,8
10.47,2012,9
9.42,2012,10
8.61,2012,11
8.61,2012,12
7.72,2013,1
8.26,2013,2
8.41,2013,3
8.63,2013,4
9.64,2013,5
10.89,2013,6
10.28,2013,7
10.88,2013,8
10.66,2013,9
9.72,2013,10
8.9,2013,11
8.56,2013,12
7.7,2014,1
8.28,2014,2
8.53,2014,3
9.06,2014,4
9.87,2014,5
11.16,2014,6
10.85,2014,7
10.83,2014,8
10.84,2014,9
9.77,2014,10
8.65,2014,11
8.22,2014,12
8.34,2015,1
8.7,2015,2
8.78,2015,3
10.14,2015,4
10.48,2015,5
11.62,2015,6
11.16,2015,7
11.16,2015,8
11.21,2015,9
10.59,2015,10
9.31,2015,11
8.84,2015,12
8.57,2016,1
9.41,2016,2
9.82,2016,3
10.52,2016,4
11.07,2016,5
11.39,2016,6
11.26,2016,7
11.38,2016,8
5.26,2001,1
5.6,2001,2
5.7,2001,3
6.01,2001,4
6.44,2001,5
7.44,2001,6
7.44,2001,7
7.4,2001,8
7.37,2001,9
6.57,2001,10
6.31,2001,11
6.04,2001,12
5.7,2002,1
5.94,2002,2
5.98,2002,3
6.17,2002,4
6.71,2002,5
7.4,2002,6
7.76,2002,7
7.66,2002,8
7.58,2002,9
6.72,2002,10
6.3,2002,11
5.97,2002,12
5.75,2003,1
5.93,2003,2
6.07,2003,3
6.45,2003,4
6.81,2003,5
7.99,2003,6
7.94,2003,7
7.9,2003,8
7.85,2003,9
6.83,2003,10
6.46,2003,11
5.94,2003,12
5.76,2004,1
5.97,2004,2
6.21,2004,3
6.78,2004,4
6.93,2004,5
7.9,2004,6
8.23,2004,7
8.21,2004,8
7.99,2004,9
6.87,2004,10
6.74,2004,11
6.12,2004,12
5.75,2005,1
6.19,2005,2
6.47,2005,3
6.64,2005,4
7.17,2005,5
8,2005,6
8.27,2005,7
8.32,2005,8
8.24,2005,9
7.06,2005,10
6.79,2005,11
6.2,2005,12
5.97,2006,1
6.73,2006,2
6.65,2006,3
7.02,2006,4
7.62,2006,5
8.16,2006,6
8.51,2006,7
8.47,2006,8
8.51,2006,9
7.36,2006,10
7.11,2006,11
6.63,2006,12
6.47,2007,1
6.4,2007,2
6.78,2007,3
7.34,2007,4
7.6,2007,5
8.71,2007,6
8.82,2007,7
8.77,2007,8
8.84,2007,9
7.62,2007,10
7.27,2007,11
6.6,2007,12
6.48,2008,1
6.75,2008,2
7.15,2008,3
7.45,2008,4
7.96,2008,5
9.38,2008,6
8.92,2008,7
9.16,2008,8
9.36,2008,9
8.07,2008,10
7.71,2008,11
6.98,2008,12
6.98,2009,1
7.66,2009,2
7.73,2009,3
8.07,2009,4
8.73,2009,5
9.89,2009,6
9.98,2009,7
10.04,2009,8
9.93,2009,9
8.64,2009,10
8.07,2009,11
7.63,2009,12
7.24,2010,1
7.92,2010,2
7.93,2010,3
8.64,2010,4
9.2,2010,5
10.03,2010,6
10.38,2010,7
10.3,2010,8
10.22,2010,9
9.1,2010,10
8.87,2010,11
7.98,2010,12
7.79,2011,1
8.07,2011,2
8.39,2011,3
8.97,2011,4
9.11,2011,5
10.45,2011,6
10.8,2011,7
10.67,2011,8
11,2011,9
9.62,2011,10
9.04,2011,11
8.43,2011,12
8.61,2012,1
8.86,2012,2
9.16,2012,3
9.95,2012,4
9.68,2012,5
10.71,2012,6
11.38,2012,7
11.24,2012,8
11.5,2012,9
10.43,2012,10
9.43,2012,11
9.13,2012,12
8.73,2013,1
9.28,2013,2
9.43,2013,3
9.67,2013,4
10.13,2013,5
11.69,2013,6
12,2013,7
11.93,2013,8
11.85,2013,9
10.48,2013,10
9.93,2013,11
9.18,2013,12
8.89,2014,1
9.12,2014,2
9.43,2014,3
10.09,2014,4
10.5,2014,5
11.46,2014,6
12.22,2014,7
12.03,2014,8
12.06,2014,9
10.73,2014,10
10.09,2014,11
9.29,2014,12
9.18,2015,1
9.69,2015,2
9.76,2015,3
10.63,2015,4
10.98,2015,5
12.06,2015,6
12.2,2015,7
12.19,2015,8
12.29,2015,9
10.72,2015,10
10.53,2015,11
9.68,2015,12
9.43,2016,1
9.83,2016,2
10.31,2016,3
10.65,2016,4
11.05,2016,5
11.9,2016,6
12.11,2016,7
12.02,2016,8
6.81,2001,1
7.09,2001,2
7.44,2001,3
7.58,2001,4
7.86,2001,5
7.79,2001,6
8.16,2001,7
8.34,2001,8
8.15,2001,9
7.65,2001,10
7.09,2001,11
6.99,2001,12
6.91,2002,1
7.07,2002,2
7.11,2002,3
7.44,2002,4
7.79,2002,5
7.8,2002,6
8.4,2002,7
8.14,2002,8
8.13,2002,9
7.67,2002,10
7.28,2002,11
7.06,2002,12
6.96,2003,1
7.14,2003,2
7.38,2003,3
7.68,2003,4
7.8,2003,5
8.14,2003,6
8.14,2003,7
8.23,2003,8
8.35,2003,9
7.67,2003,10
7.26,2003,11
6.85,2003,12
6.96,2004,1
6.92,2004,2
7.33,2004,3
7.81,2004,4
7.82,2004,5
8.02,2004,6
8.31,2004,7
8.52,2004,8
8.29,2004,9
7.62,2004,10
7.64,2004,11
7.07,2004,12
6.84,2005,1
7.2,2005,2
7.5,2005,3
7.88,2005,4
7.71,2005,5
7.92,2005,6
8.29,2005,7
8.55,2005,8
8.74,2005,9
8.27,2005,10
7.77,2005,11
7.24,2005,12
7.66,2006,1
7.59,2006,2
7.75,2006,3
8.39,2006,4
8.38,2006,5
8.55,2006,6
8.87,2006,7
8.84,2006,8
9.07,2006,9
8.15,2006,10
7.53,2006,11
7.22,2006,12
7.37,2007,1
7.46,2007,2
7.92,2007,3
8.35,2007,4
8.41,2007,5
8.96,2007,6
8.92,2007,7
8.63,2007,8
8.56,2007,9
8.1,2007,10
7.67,2007,11
7.29,2007,12
7.49,2008,1
7.6,2008,2
8.48,2008,3
8.86,2008,4
9.15,2008,5
9.75,2008,6
10.25,2008,7
9.73,2008,8
9.25,2008,9
8.85,2008,10
8.51,2008,11
7.98,2008,12
8.07,2009,1
9.22,2009,2
9.45,2009,3
9.54,2009,4
9.86,2009,5
10.04,2009,6
9.88,2009,7
10.19,2009,8
10.13,2009,9
9.78,2009,10
9.5,2009,11
8.77,2009,12
8.66,2010,1
9.32,2010,2
9.71,2010,3
10.18,2010,4
10.38,2010,5
10.32,2010,6
10.69,2010,7
10.7,2010,8
10.48,2010,9
10.13,2010,10
10.03,2010,11
9.43,2010,12
9.45,2011,1
9.73,2011,2
10.33,2011,3
10.72,2011,4
11.04,2011,5
11.15,2011,6
11.32,2011,7
11.29,2011,8
11.02,2011,9
10.55,2011,10
10.45,2011,11
9.98,2011,12
10.23,2012,1
10.71,2012,2
10.81,2012,3
11.15,2012,4
11.28,2012,5
11.69,2012,6
11.74,2012,7
11.72,2012,8
11.52,2012,9
11.29,2012,10
10.96,2012,11
10.9,2012,12
10.7,2013,1
11.31,2013,2
11.25,2013,3
11.64,2013,4
12.12,2013,5
12.19,2013,6
12.16,2013,7
12.15,2013,8
11.84,2013,9
11.72,2013,10
11.49,2013,11
10.92,2013,12
10.98,2014,1
11.17,2014,2
11.79,2014,3
12.67,2014,4
12.75,2014,5
12.6,2014,6
12.78,2014,7
12.78,2014,8
12.4,2014,9
12.78,2014,10
12.25,2014,11
11.38,2014,12
11.34,2015,1
11.72,2015,2
12.05,2015,3
13.04,2015,4
12.95,2015,5
12.72,2015,6
12.33,2015,7
12.44,2015,8
12.26,2015,9
12.34,2015,10
12.79,2015,11
12.29,2015,12
11.91,2016,1
12.57,2016,2
13.17,2016,3
13.45,2016,4
13.79,2016,5
13.3,2016,6
13.06,2016,7
13.17,2016,8
5.87,2001,1
6.11,2001,2
6.42,2001,3
6.55,2001,4
7.42,2001,5
8.15,2001,6
8.04,2001,7
7.92,2001,8
7.22,2001,9
6.86,2001,10
6.63,2001,11
6.37,2001,12
6.16,2002,1
6.37,2002,2
6.46,2002,3
6.63,2002,4
7.72,2002,5
8.22,2002,6
8.05,2002,7
7.92,2002,8
7.23,2002,9
6.62,2002,10
6.45,2002,11
6.11,2002,12
5.99,2003,1
6.02,2003,2
6.25,2003,3
6.85,2003,4
7.76,2003,5
8.05,2003,6
7.92,2003,7
7.85,2003,8
6.97,2003,9
6.92,2003,10
6.67,2003,11
6.17,2003,12
6.01,2004,1
6.08,2004,2
6.57,2004,3
6.86,2004,4
7.66,2004,5
7.91,2004,6
7.94,2004,7
7.88,2004,8
7.29,2004,9
6.66,2004,10
6.57,2004,11
6.14,2004,12
5.97,2005,1
6.3,2005,2
6.45,2005,3
6.81,2005,4
7.73,2005,5
8.16,2005,6
8.04,2005,7
7.93,2005,8
7.22,2005,9
6.85,2005,10
6.72,2005,11
6.24,2005,12
6.32,2006,1
6.47,2006,2
6.65,2006,3
7.23,2006,4
8.17,2006,5
8.45,2006,6
8.46,2006,7
8.34,2006,8
7.81,2006,9
7.33,2006,10
6.75,2006,11
6.48,2006,12
6.61,2007,1
6.4,2007,2
6.83,2007,3
7.41,2007,4
7.99,2007,5
8.96,2007,6
8.86,2007,7
8.93,2007,8
7.89,2007,9
7.29,2007,10
7.37,2007,11
6.88,2007,12
6.58,2008,1
6.68,2008,2
6.94,2008,3
7.7,2008,4
8.85,2008,5
9.29,2008,6
9.3,2008,7
9.17,2008,8
8.45,2008,9
8.4,2008,10
7.9,2008,11
7.2,2008,12
7.17,2009,1
7.48,2009,2
8.04,2009,3
8.31,2009,4
9.44,2009,5
9.91,2009,6
9.76,2009,7
9.86,2009,8
9.24,2009,9
8.54,2009,10
7.71,2009,11
7.42,2009,12
7.13,2010,1
7.34,2010,2
7.72,2010,3
8.7,2010,4
9.98,2010,5
10.33,2010,6
10.81,2010,7
10.57,2010,8
9.73,2010,9
9.42,2010,10
9.06,2010,11
8.07,2010,12
7.92,2011,1
8.2,2011,2
8.85,2011,3
9.36,2011,4
10.47,2011,5
10.88,2011,6
11.2,2011,7
11.36,2011,8
10.31,2011,9
10.02,2011,10
9.22,2011,11
8.68,2011,12
8.66,2012,1
8.9,2012,2
9.33,2012,3
10.06,2012,4
10.9,2012,5
11.53,2012,6
11.31,2012,7
11.49,2012,8
10.46,2012,9
9.89,2012,10
9.2,2012,11
9.03,2012,12
9.02,2013,1
9.45,2013,2
9.64,2013,3
9.85,2013,4
11.75,2013,5
12.41,2013,6
12.55,2013,7
12.37,2013,8
10.94,2013,9
10.23,2013,10
9.88,2013,11
9.18,2013,12
8.92,2014,1
9.08,2014,2
9.85,2014,3
10.63,2014,4
11.95,2014,5
12.48,2014,6
12.38,2014,7
12.2,2014,8
11,2014,9
10.64,2014,10
10.09,2014,11
9.43,2014,12
9.23,2015,1
9.37,2015,2
9.46,2015,3
10.76,2015,4
11.84,2015,5
12.68,2015,6
12.58,2015,7
12.37,2015,8
11.45,2015,9
11.05,2015,10
11.03,2015,11
10.39,2015,12
9.14,2016,1
9.23,2016,2
10.06,2016,3
10.36,2016,4
11.93,2016,5
12.59,2016,6
12.28,2016,7
12.4,2016,8
7.03,2001,1
7.26,2001,2
7.31,2001,3
7.36,2001,4
7.87,2001,5
8.2,2001,6
8.26,2001,7
8.31,2001,8
7.69,2001,9
7.32,2001,10
7.27,2001,11
7.02,2001,12
7.05,2002,1
7.21,2002,2
7.11,2002,3
7.22,2002,4
7.51,2002,5
8.37,2002,6
7.98,2002,7
7.96,2002,8
7.63,2002,9
7.21,2002,10
7.14,2002,11
7.11,2002,12
7.14,2003,1
7.2,2003,2
7.33,2003,3
7.43,2003,4
7.76,2003,5
8.45,2003,6
8.26,2003,7
8.37,2003,8
7.71,2003,9
7.45,2003,10
7.22,2003,11
7.31,2003,12
7.34,2004,1
7.35,2004,2
7.47,2004,3
7.55,2004,4
7.94,2004,5
8.54,2004,6
8.79,2004,7
8.57,2004,8
8.28,2004,9
7.8,2004,10
7.65,2004,11
7.76,2004,12
7.49,2005,1
7.61,2005,2
7.75,2005,3
8.08,2005,4
8.32,2005,5
9.1,2005,6
8.74,2005,7
8.63,2005,8
8.76,2005,9
8.47,2005,10
8.13,2005,11
8.05,2005,12
8.12,2006,1
8.33,2006,2
7.98,2006,3
8.38,2006,4
8.81,2006,5
9.26,2006,6
9.45,2006,7
9.16,2006,8
8.7,2006,9
8.9,2006,10
8.67,2006,11
8.18,2006,12
8.63,2007,1
8.56,2007,2
8.85,2007,3
9.29,2007,4
9.23,2007,5
9.72,2007,6
9.75,2007,7
9.46,2007,8
9.03,2007,9
9.27,2007,10
9.09,2007,11
9.14,2007,12
9.14,2008,1
9.08,2008,2
9.17,2008,3
9.2,2008,4
9.78,2008,5
10.43,2008,6
10.75,2008,7
10.45,2008,8
10.22,2008,9
10.02,2008,10
9.77,2008,11
9.25,2008,12
9.29,2009,1
9.53,2009,2
9.72,2009,3
9.76,2009,4
10.11,2009,5
10.7,2009,6
10.93,2009,7
10.95,2009,8
10.11,2009,9
10.17,2009,10
9.97,2009,11
9.76,2009,12
9.68,2010,1
9.92,2010,2
10.04,2010,3
10.33,2010,4
10.59,2010,5
11.1,2010,6
11.41,2010,7
11.3,2010,8
11.08,2010,9
10.87,2010,10
10.63,2010,11
10.32,2010,12
10.28,2011,1
10.33,2011,2
10.5,2011,3
10.9,2011,4
11.23,2011,5
11.43,2011,6
11.6,2011,7
11.61,2011,8
11.77,2011,9
11.28,2011,10
10.62,2011,11
10.32,2011,12
10.76,2012,1
10.71,2012,2
10.94,2012,3
11.14,2012,4
11.3,2012,5
11.79,2012,6
11.84,2012,7
12.18,2012,8
12.09,2012,9
11.54,2012,10
11.03,2012,11
10.95,2012,12
11.01,2013,1
11.16,2013,2
11.2,2013,3
11.45,2013,4
12.02,2013,5
12.71,2013,6
12.67,2013,7
12.63,2013,8
12.47,2013,9
12.07,2013,10
11.52,2013,11
11.2,2013,12
11.17,2014,1
11.37,2014,2
11.71,2014,3
11.82,2014,4
12.12,2014,5
12.73,2014,6
12.95,2014,7
12.74,2014,8
12.66,2014,9
12.35,2014,10
11.72,2014,11
11.43,2014,12
11.51,2015,1
11.58,2015,2
11.53,2015,3
12.22,2015,4
12.66,2015,5
13.08,2015,6
13.07,2015,7
12.97,2015,8
12.87,2015,9
12.74,2015,10
12.05,2015,11
11.77,2015,12
11.99,2016,1
12.14,2016,2
12.23,2016,3
12.62,2016,4
13.05,2016,5
12.8,2016,6
13.2,2016,7
13.11,2016,8
7.66,2001,1
7.94,2001,2
8.06,2001,3
8.66,2001,4
9.13,2001,5
8.95,2001,6
8.78,2001,7
8.86,2001,8
8.78,2001,9
8.52,2001,10
7.84,2001,11
7.78,2001,12
7.65,2002,1
7.9,2002,2
7.89,2002,3
8.16,2002,4
8.51,2002,5
8.97,2002,6
8.79,2002,7
8.85,2002,8
8.83,2002,9
8.4,2002,10
7.98,2002,11
7.85,2002,12
7.74,2003,1
7.86,2003,2
8.15,2003,3
8.72,2003,4
8.96,2003,5
9.37,2003,6
9.12,2003,7
9.06,2003,8
8.98,2003,9
8.65,2003,10
8.21,2003,11
7.96,2003,12
8.06,2004,1
8.05,2004,2
8.42,2004,3
8.7,2004,4
8.95,2004,5
9.56,2004,6
9.79,2004,7
9.98,2004,8
9.53,2004,9
9.13,2004,10
8.71,2004,11
8.67,2004,12
8.34,2005,1
8.69,2005,2
8.89,2005,3
9.25,2005,4
9.58,2005,5
9.94,2005,6
9.71,2005,7
9.96,2005,8
9.71,2005,9
9.22,2005,10
9.03,2005,11
8.7,2005,12
8.93,2006,1
9.32,2006,2
9.45,2006,3
9.59,2006,4
9.95,2006,5
9.79,2006,6
10.03,2006,7
10.2,2006,8
10.53,2006,9
9.87,2006,10
9.13,2006,11
8.69,2006,12
8.83,2007,1
8.57,2007,2
9.01,2007,3
9.61,2007,4
9.87,2007,5
9.86,2007,6
9.91,2007,7
10.04,2007,8
9.79,2007,9
9.66,2007,10
9.25,2007,11
8.83,2007,12
8.37,2008,1
8.35,2008,2
8.88,2008,3
9.45,2008,4
9.95,2008,5
10.27,2008,6
10.34,2008,7
10.7,2008,8
10.34,2008,9
10,2008,10
8.98,2008,11
8.99,2008,12
8.58,2009,1
8.96,2009,2
9.43,2009,3
9.94,2009,4
10.27,2009,5
10.91,2009,6
11.41,2009,7
11.31,2009,8
11.21,2009,9
9.92,2009,10
9.63,2009,11
9.36,2009,12
8.75,2010,1
9.06,2010,2
9.75,2010,3
10.72,2010,4
11.11,2010,5
10.87,2010,6
11.69,2010,7
11.67,2010,8
11.23,2010,9
10.76,2010,10
10.34,2010,11
9.71,2010,12
